"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
1.51847139757414,1.28186164130663,2.08991357288457,2.00604130799113,1.93890329416785,2.21743262688844,1.5290677570002,1.37428811325066,1.80257341191947,1.46427824496656,2.28150792918357
