"latitude","longitude","co2"
89.25,257.25,0.0006135744
89.25,258,0.0006135771
89.25,258.75,0.0006135798
89.25,259.5,0.0006135825
89.25,260.25,0.0006135851
89.25,261,0.00061358773
89.25,261.75,0.0006135903
89.25,262.5,0.0006135929
89.25,263.25,0.0006135955
89.25,264,0.0006135981
89.25,264.75,0.00061360066
89.25,265.5,0.0006136032
89.25,266.25,0.0006136058
89.25,267,0.00061360834
89.25,267.75,0.0006136106
89.25,268.5,0.00061361294
89.25,269.25,0.0006136152
89.25,270,0.0006136175
89.25,270.75,0.00061361975
89.25,271.5,0.000613622
89.25,272.25,0.0006136243
89.25,273,0.0006136265
89.25,273.75,0.0006136287
89.25,274.5,0.0006136309
89.25,275.25,0.00061363314
89.25,276,0.0006136353
89.25,276.75,0.0006136375
89.25,277.5,0.0006136395
89.25,278.25,0.0006136415
89.25,279,0.0006136435
89.25,279.75,0.0006136454
89.25,280.5,0.0006136474
89.25,281.25,0.0006136493
89.25,282,0.00061365124
89.25,282.75,0.00061365316
89.25,283.5,0.000613655
89.25,284.25,0.00061365694
89.25,285,0.0006136588
89.25,285.75,0.00061366067
89.25,286.5,0.00061366253
89.25,287.25,0.00061366434
89.25,288,0.0006136662
89.25,288.75,0.00061366794
89.25,289.5,0.00061366975
89.25,290.25,0.0006136715
89.25,291,0.00061367324
89.25,291.75,0.000613675
89.25,292.5,0.0006136767
89.25,293.25,0.00061367836
89.25,294,0.00061367993
89.25,294.75,0.00061368104
89.25,295.5,0.00061368215
89.25,296.25,0.00061368325
89.25,297,0.0006136843
89.25,297.75,0.00061368535
89.25,298.5,0.00061368634
89.25,299.25,0.0006136874
89.25,300,0.0006136884
89.25,300.75,0.0006136893
89.25,301.5,0.0006136902
89.25,302.25,0.0006136908
89.25,303,0.00061369146
89.25,303.75,0.0006136921
89.25,304.5,0.0006136927
89.25,305.25,0.00061369326
89.25,306,0.0006136938
89.25,306.75,0.0006136943
89.25,307.5,0.00061369484
89.25,308.25,0.00061369536
89.25,309,0.0006136961
89.25,309.75,0.0006136972
89.25,310.5,0.00061369827
89.25,311.25,0.0006136993
89.25,312,0.00061370037
89.25,312.75,0.0006137014
89.25,313.5,0.0006137024
89.25,314.25,0.0006137034
89.25,315,0.0006137044
89.25,315.75,0.0006137053
89.25,316.5,0.00061370624
89.25,317.25,0.0006137072
89.25,318,0.00061370805
89.25,318.75,0.0006137087
89.25,319.5,0.000613709
89.25,320.25,0.0006137093
89.25,321,0.0006137095
89.25,321.75,0.00061370974
89.25,322.5,0.00061370997
89.25,323.25,0.0006137102
89.25,324,0.0006137104
89.25,324.75,0.00061371055
89.25,325.5,0.00061371067
89.25,326.25,0.0006137111
89.25,327,0.0006137116
89.25,327.75,0.00061371207
89.25,328.5,0.00061371253
89.25,329.25,0.00061371294
89.25,330,0.00061371335
89.25,330.75,0.00061371375
89.25,331.5,0.00061371416
89.25,332.25,0.0006137145
89.25,333,0.0006137148
89.25,333.75,0.00061371515
89.25,334.5,0.00061371544
89.25,335.25,0.00061371573
89.25,336,0.0006137158
89.25,336.75,0.0006137157
89.25,337.5,0.00061371556
89.25,338.25,0.0006137154
89.25,339,0.0006137152
89.25,339.75,0.00061371503
89.25,340.5,0.00061371486
89.25,341.25,0.0006137146
89.25,342,0.0006137144
89.25,342.75,0.00061371416
89.25,343.5,0.0006137141
89.25,344.25,0.0006137141
89.25,345,0.00061371404
89.25,345.75,0.000613714
89.25,346.5,0.0006137139
89.25,347.25,0.00061371387
89.25,348,0.00061371375
89.25,348.75,0.00061371364
89.25,349.5,0.00061371346
89.25,350.25,0.0006137133
89.25,351,0.0006137131
89.25,351.75,0.00061371294
89.25,352.5,0.0006137127
89.25,353.25,0.00061371224
89.25,354,0.0006137118
89.25,354.75,0.00061371125
89.25,355.5,0.0006137107
89.25,356.25,0.00061371014
89.25,357,0.00061370956
89.25,357.75,0.000613709
89.25,358.5,0.0006137084
89.25,359.25,0.00061370776
88.5,0,0.00061378564
88.5,0.75,0.0006137844
88.5,1.5,0.0006137832
88.5,2.25,0.000613782
88.5,3,0.0006137807
88.5,3.75,0.0006137794
88.5,4.5,0.00061377813
88.5,5.25,0.0006137768
88.5,6,0.00061377534
88.5,6.75,0.0006137738
88.5,7.5,0.0006137723
88.5,8.25,0.00061377074
88.5,9,0.0006137692
88.5,9.75,0.00061376765
88.5,10.5,0.0006137661
88.5,11.25,0.0006137645
88.5,12,0.0006137629
88.5,12.75,0.00061376137
